emp_no,title,from_date,to_date
279950,Staff,1998-04-26,9999-01-01
279960,Senior Staff,1997-07-11,9999-01-01
279960,Staff,1988-07-11,1997-07-11
279970,Assistant Engineer,1988-05-14,1995-05-15
279970,Engineer,1995-05-15,2002-05-15
279970,Senior Engineer,2002-05-15,9999-01-01
279980,Staff,1998-04-24,9999-01-01
279990,Senior Staff,1998-07-02,9999-01-01
280000,Technique Leader,1991-11-02,9999-01-01
280010,Senior Staff,2000-08-21,9999-01-01
280010,Staff,1994-08-22,2000-08-21
280020,Engineer,1999-08-22,2001-04-26
280030,Engineer,1988-09-26,1994-09-26
280030,Senior Engineer,1994-09-26,9999-01-01
280040,Engineer,1997-07-29,9999-01-01
280050,Engineer,1995-05-24,9999-01-01
280060,Engineer,1999-06-14,2001-02-27
280070,Senior Staff,1993-03-29,9999-01-01
280070,Staff,1988-03-29,1993-03-29
280080,Senior Staff,1991-03-03,1998-10-31
280090,Senior Staff,1998-07-16,9999-01-01
280100,Senior Engineer,1986-04-18,9999-01-01
280110,Senior Engineer,1993-05-11,1994-08-15
280120,Senior Staff,2000-08-24,9999-01-01
280120,Staff,1994-08-25,2000-08-24
280130,Senior Staff,1997-09-25,9999-01-01
280130,Staff,1992-09-25,1997-09-25
280140,Staff,1986-07-17,1989-06-08
280150,Senior Staff,1994-02-07,1995-10-01
280150,Staff,1989-02-07,1994-02-07
280160,Engineer,1985-12-23,1990-12-21
280170,Engineer,1993-06-05,1997-10-16
280180,Senior Staff,1996-04-20,9999-01-01
280190,Engineer,1995-06-14,9999-01-01
280200,Staff,1991-06-15,1996-01-22
280210,Senior Staff,2000-08-10,9999-01-01
280210,Staff,1995-08-11,2000-08-10
280220,Senior Staff,1994-03-17,9999-01-01
280220,Staff,1985-03-17,1994-03-17
280230,Senior Staff,1998-04-10,9999-01-01
280240,Engineer,1999-08-23,2000-07-06
280250,Senior Staff,1992-02-17,9999-01-01
280250,Staff,1985-02-16,1992-02-17
280260,Staff,1997-03-28,9999-01-01
280270,Senior Staff,2000-09-03,9999-01-01
280270,Staff,1993-09-03,2000-09-03
280280,Senior Staff,1999-12-01,9999-01-01
280280,Staff,1993-12-01,1999-12-01
280290,Engineer,1999-02-13,2001-03-09
280300,Senior Staff,1995-09-13,9999-01-01
280300,Staff,1987-09-13,1995-09-13
280310,Senior Staff,1988-02-02,9999-01-01
280320,Engineer,1999-06-29,9999-01-01
280330,Engineer,1989-11-19,1997-11-19
280330,Senior Engineer,1997-11-19,9999-01-01
280340,Engineer,1998-12-28,9999-01-01
280350,Staff,1995-06-05,1996-01-17
280360,Staff,1999-08-08,9999-01-01
280370,Engineer,1985-03-21,1994-03-21
280370,Senior Engineer,1994-03-21,9999-01-01
280380,Senior Staff,1997-10-11,9999-01-01
280380,Staff,1991-10-12,1997-10-11
280390,Senior Engineer,1986-02-13,9999-01-01
280400,Engineer,1999-03-14,9999-01-01
280410,Engineer,1992-02-19,1997-02-18
280410,Senior Engineer,1997-02-18,1997-06-22
280420,Senior Staff,1993-09-28,9999-01-01
280420,Staff,1986-09-28,1993-09-28
280430,Assistant Engineer,1986-10-27,1992-10-26
280430,Engineer,1992-10-26,1998-10-26
280430,Senior Engineer,1998-10-26,9999-01-01
280440,Senior Staff,2002-04-08,9999-01-01
280440,Staff,1993-04-08,2002-04-08
280450,Assistant Engineer,1994-05-24,2002-05-24
280450,Engineer,2002-05-24,9999-01-01
280460,Senior Staff,1996-12-05,9999-01-01
280460,Staff,1990-12-06,1996-12-05
280470,Senior Staff,1998-02-25,9999-01-01
280470,Staff,1993-02-25,1998-02-25
280480,Engineer,1990-09-03,1997-09-03
280480,Senior Engineer,1997-09-03,9999-01-01
280490,Senior Engineer,1993-04-14,9999-01-01
280500,Engineer,1996-07-06,2002-07-06
280500,Senior Engineer,2002-07-06,9999-01-01
280510,Senior Engineer,1991-10-07,9999-01-01
280520,Assistant Engineer,1993-02-24,2002-02-24
280520,Engineer,2002-02-24,9999-01-01
280530,Engineer,1999-08-21,9999-01-01
280540,Staff,1998-05-14,9999-01-01
280550,Engineer,1986-07-12,1995-07-12
280550,Senior Engineer,1995-07-12,9999-01-01
280560,Staff,1997-10-31,9999-01-01
280570,Senior Engineer,1993-12-12,9999-01-01
280580,Staff,1995-10-18,2002-01-06
280590,Senior Staff,1987-09-08,1992-09-18
280600,Senior Staff,1997-05-31,9999-01-01
280600,Staff,1990-05-31,1997-05-31
280610,Staff,1995-02-16,1996-04-25
280620,Senior Staff,1998-05-17,9999-01-01
280620,Staff,1992-05-17,1998-05-17
280630,Engineer,1986-04-30,1995-04-30
280630,Senior Engineer,1995-04-30,9999-01-01
280640,Engineer,1989-11-08,1998-11-08
280640,Senior Engineer,1998-11-08,9999-01-01
280650,Senior Staff,2001-03-23,9999-01-01
280650,Staff,1992-03-23,2001-03-23
280660,Senior Engineer,1996-09-08,9999-01-01
280670,Senior Staff,1993-05-11,1997-05-27
280670,Staff,1985-05-11,1993-05-11
280680,Staff,1999-04-08,9999-01-01
280690,Technique Leader,1992-03-07,9999-01-01
280700,Senior Staff,1993-06-05,9999-01-01
280700,Staff,1985-06-05,1993-06-05
280710,Staff,1996-12-28,1998-08-21
280720,Senior Staff,1999-04-26,9999-01-01
280720,Staff,1991-04-26,1999-04-26
280730,Senior Staff,1996-06-06,9999-01-01
280730,Staff,1990-06-07,1996-06-06
280740,Senior Staff,1998-02-20,9999-01-01
280740,Staff,1989-02-20,1998-02-20
280750,Senior Staff,2000-05-10,9999-01-01
280750,Staff,1995-05-11,2000-05-10
280760,Engineer,1985-04-23,1993-04-23
280760,Senior Engineer,1993-04-23,9999-01-01
280770,Engineer,1989-12-06,1998-12-06
280770,Senior Engineer,1998-12-06,9999-01-01
280780,Senior Engineer,1999-08-18,9999-01-01
280790,Senior Engineer,1996-09-30,9999-01-01
280800,Engineer,1991-10-26,1998-03-06
280810,Assistant Engineer,1987-11-16,1994-11-16
280810,Engineer,1994-11-16,2001-11-16
280810,Senior Engineer,2001-11-16,9999-01-01
280820,Senior Staff,1986-09-23,9999-01-01
280830,Engineer,1993-08-21,1994-11-04
280840,Assistant Engineer,1994-07-03,1995-06-14
280850,Engineer,1988-04-08,1997-04-08
280850,Senior Engineer,1997-04-08,9999-01-01
280860,Senior Staff,1993-12-25,9999-01-01
280860,Staff,1985-12-25,1993-12-25
280870,Senior Staff,1997-06-11,1999-06-08
280880,Engineer,1992-06-26,2000-06-26
280880,Senior Engineer,2000-06-26,9999-01-01
280890,Senior Engineer,1997-01-25,9999-01-01
280900,Engineer,1997-06-29,9999-01-01
280910,Staff,1998-09-22,9999-01-01
280920,Engineer,1995-05-21,2001-05-20
280920,Senior Engineer,2001-05-20,9999-01-01
280930,Engineer,1990-07-10,1995-07-10
280930,Senior Engineer,1995-07-10,9999-01-01
280940,Senior Staff,1994-12-02,1997-10-08
280950,Engineer,1987-03-28,1994-03-28
280950,Senior Engineer,1994-03-28,9999-01-01
280960,Engineer,1986-12-17,1992-12-16
280960,Senior Engineer,1992-12-16,9999-01-01
280970,Senior Staff,1990-12-31,9999-01-01
280970,Staff,1985-12-31,1990-12-31
280980,Senior Staff,1994-05-12,9999-01-01
280980,Staff,1987-05-12,1994-05-12
280990,Staff,1998-01-16,9999-01-01
281000,Engineer,1996-11-27,9999-01-01
281010,Assistant Engineer,1988-05-20,1996-05-20
281010,Engineer,1996-05-20,9999-01-01
281020,Senior Staff,1995-09-10,9999-01-01
281020,Staff,1990-09-10,1995-09-10
281030,Engineer,1988-08-29,1993-08-29
281030,Senior Engineer,1993-08-29,9999-01-01
281040,Senior Staff,1995-04-09,1996-07-17
281040,Staff,1989-04-09,1995-04-09
281050,Assistant Engineer,1993-11-06,2000-11-06
281050,Engineer,2000-11-06,9999-01-01
281060,Engineer,1993-07-25,1999-06-30
281070,Senior Staff,1992-11-06,9999-01-01
281070,Staff,1985-11-06,1992-11-06
281080,Technique Leader,1999-07-05,9999-01-01
281090,Senior Engineer,1996-07-28,1998-05-10
281100,Senior Staff,1999-01-16,9999-01-01
281100,Staff,1992-01-16,1999-01-16
281110,Staff,1999-07-27,2001-08-16
281120,Staff,1996-03-09,9999-01-01
281130,Engineer,1992-09-22,1998-09-22
281130,Senior Engineer,1998-09-22,9999-01-01
281140,Senior Staff,1995-09-15,9999-01-01
281140,Staff,1990-09-15,1995-09-15
281150,Senior Staff,1985-04-11,9999-01-01
281160,Engineer,1996-11-05,9999-01-01
281170,Technique Leader,1994-10-09,9999-01-01
281180,Staff,1991-09-03,1998-02-07
281190,Senior Staff,1995-06-09,9999-01-01
281190,Staff,1989-06-09,1995-06-09
281200,Engineer,1996-06-23,2001-06-23
281200,Senior Engineer,2001-06-23,9999-01-01
281210,Engineer,1997-11-29,9999-01-01
281220,Engineer,1996-10-17,2001-10-17
281220,Senior Engineer,2001-10-17,9999-01-01
281230,Senior Staff,1993-01-19,1996-04-23
281230,Staff,1987-01-20,1993-01-19
281240,Senior Staff,1999-09-16,2000-04-26
281240,Staff,1990-09-16,1999-09-16
281250,Engineer,1994-04-09,2001-04-09
281250,Senior Engineer,2001-04-09,9999-01-01
281260,Engineer,1992-01-22,1992-09-04
281270,Senior Engineer,1988-07-18,9999-01-01
281280,Engineer,1989-08-04,1996-08-04
281280,Senior Engineer,1996-08-04,9999-01-01
281290,Senior Engineer,1999-01-24,2002-03-19
281300,Senior Staff,1997-11-27,9999-01-01
281300,Staff,1991-11-28,1997-11-27
281310,Senior Staff,2001-04-08,9999-01-01
281310,Staff,1992-04-08,2001-04-08
281320,Engineer,1996-08-13,2001-08-13
281320,Senior Engineer,2001-08-13,9999-01-01
281330,Engineer,1996-11-23,1998-01-27
281340,Staff,2000-01-15,9999-01-01
281350,Senior Staff,1992-07-09,1994-09-29
281360,Engineer,1991-04-27,1999-04-27
281360,Senior Engineer,1999-04-27,9999-01-01
281370,Senior Staff,1998-12-13,9999-01-01
281370,Staff,1989-12-13,1998-12-13
281380,Technique Leader,1986-11-14,9999-01-01
281390,Engineer,1986-10-25,1991-10-25
281390,Senior Engineer,1991-10-25,9999-01-01
281400,Senior Engineer,1987-08-18,9999-01-01
281410,Senior Staff,1993-08-28,9999-01-01
281410,Staff,1988-08-28,1993-08-28
281420,Engineer,1987-09-25,1993-09-24
281420,Senior Engineer,1993-09-24,9999-01-01
281430,Senior Staff,1994-10-10,9999-01-01
281430,Staff,1989-10-10,1994-10-10
281440,Senior Staff,1988-10-31,9999-01-01
281450,Staff,1999-02-28,9999-01-01
281460,Senior Engineer,1994-07-04,9999-01-01
281470,Engineer,1989-12-04,1998-12-04
281470,Senior Engineer,1998-12-04,9999-01-01
281480,Senior Staff,1998-10-13,9999-01-01
281480,Staff,1993-10-13,1998-10-13
281490,Engineer,1990-08-24,1997-08-24
281490,Senior Engineer,1997-08-24,9999-01-01
281500,Engineer,1992-03-29,1998-03-29
281500,Senior Engineer,1998-03-29,2002-01-07
281510,Senior Staff,1999-04-10,9999-01-01
281520,Senior Staff,1992-09-14,9999-01-01
281520,Staff,1987-09-15,1992-09-14
281530,Engineer,1994-04-30,9999-01-01
281540,Senior Staff,1994-12-17,9999-01-01
281540,Staff,1985-12-17,1994-12-17
281550,Senior Staff,1989-05-07,9999-01-01
281560,Senior Staff,1995-10-09,9999-01-01
281560,Staff,1989-10-09,1995-10-09
281570,Assistant Engineer,1994-09-13,9999-01-01
281580,Senior Staff,1995-09-16,9999-01-01
281580,Staff,1986-09-16,1995-09-16
281590,Senior Staff,1991-03-23,9999-01-01
281600,Engineer,1993-04-26,1998-04-26
281600,Senior Engineer,1998-04-26,9999-01-01
281610,Staff,1997-04-30,2000-12-19
281620,Engineer,1989-07-23,1998-07-23
281620,Senior Engineer,1998-07-23,9999-01-01
281630,Senior Staff,1995-08-14,9999-01-01
281640,Staff,1998-04-09,9999-01-01
281650,Senior Staff,1991-04-14,9999-01-01
281650,Staff,1986-04-14,1991-04-14
281660,Senior Staff,2001-02-11,9999-01-01
281660,Staff,1995-02-12,2001-02-11
281670,Staff,1998-02-02,9999-01-01
281680,Senior Engineer,1994-04-04,9999-01-01
281690,Staff,1997-12-29,9999-01-01
281700,Engineer,1994-09-25,1999-09-25
281700,Senior Engineer,1999-09-25,9999-01-01
281710,Staff,1997-12-23,9999-01-01
281720,Engineer,1996-06-15,1997-10-03
281730,Senior Staff,1992-02-19,9999-01-01
281730,Staff,1987-02-19,1992-02-19
281740,Senior Staff,1993-06-18,9999-01-01
281750,Senior Staff,1994-07-09,9999-01-01
281750,Staff,1988-07-09,1994-07-09
281760,Senior Staff,1993-02-03,9999-01-01
281760,Staff,1985-02-03,1993-02-03
281770,Engineer,1988-10-23,1996-10-23
281770,Senior Engineer,1996-10-23,9999-01-01
281780,Staff,1998-07-08,9999-01-01
281790,Engineer,1994-05-27,1999-05-27
281790,Senior Engineer,1999-05-27,9999-01-01
281800,Assistant Engineer,1993-03-20,2001-03-20
281800,Engineer,2001-03-20,9999-01-01
281810,Assistant Engineer,1990-02-25,1997-02-25
281810,Engineer,1997-02-25,1998-06-14
281820,Senior Engineer,1994-09-12,9999-01-01
281830,Senior Staff,1991-08-06,9999-01-01
281840,Senior Staff,1997-02-11,9999-01-01
281840,Staff,1991-02-12,1997-02-11
281850,Engineer,1993-02-10,2001-02-10
281850,Senior Engineer,2001-02-10,9999-01-01
281860,Senior Staff,1992-02-02,9999-01-01
281870,Staff,1998-03-30,9999-01-01
281880,Engineer,1999-07-13,9999-01-01
281890,Senior Staff,1996-01-12,9999-01-01
281890,Staff,1989-01-11,1996-01-12
281900,Engineer,1994-12-28,9999-01-01
281910,Staff,1999-01-01,9999-01-01
281920,Staff,1997-07-05,9999-01-01
281930,Engineer,1989-04-15,1994-04-15
281930,Senior Engineer,1994-04-15,9999-01-01
281940,Senior Engineer,1999-11-13,9999-01-01
281950,Staff,1999-01-06,9999-01-01
281960,Technique Leader,1989-07-22,9999-01-01
281970,Assistant Engineer,1990-02-17,1997-02-17
281970,Engineer,1997-02-17,9999-01-01
281980,Engineer,1998-10-17,9999-01-01
281990,Assistant Engineer,1997-07-15,9999-01-01
282000,Assistant Engineer,1985-06-13,1991-06-13
282000,Engineer,1991-06-13,1997-06-12
282000,Senior Engineer,1997-06-12,1998-03-20
282010,Senior Staff,1999-06-15,9999-01-01
282010,Staff,1993-06-15,1999-06-15
282020,Engineer,1998-09-05,9999-01-01
282030,Senior Staff,1996-10-09,9999-01-01
282030,Staff,1989-10-09,1996-10-09
282040,Senior Engineer,1994-11-09,9999-01-01
282050,Engineer,1999-02-14,9999-01-01
282060,Technique Leader,1995-03-27,9999-01-01
282070,Technique Leader,1989-07-04,9999-01-01
282080,Senior Staff,1999-08-19,9999-01-01
282080,Staff,1992-08-18,1999-08-19
282090,Engineer,1993-02-27,1999-02-27
282090,Senior Engineer,1999-02-27,9999-01-01
282100,Engineer,1994-06-26,1999-02-28
282110,Engineer,1993-08-14,1998-08-14
282110,Senior Engineer,1998-08-14,9999-01-01
282120,Senior Staff,1994-05-17,1995-01-12
282130,Engineer,1989-11-03,1998-11-03
282130,Senior Engineer,1998-11-03,9999-01-01
282140,Senior Engineer,1998-04-15,2000-06-06
282150,Senior Staff,2002-06-23,9999-01-01
282150,Staff,1993-06-23,2002-06-23
282160,Staff,1995-09-29,1998-03-23
282170,Senior Engineer,1994-07-18,1996-11-30
282180,Engineer,1994-02-22,2002-02-22
282180,Senior Engineer,2002-02-22,9999-01-01
282190,Senior Staff,1996-11-11,9999-01-01
282190,Staff,1991-11-12,1996-11-11
282200,Engineer,1997-07-09,9999-01-01
282210,Engineer,1997-11-25,1999-03-15
282220,Engineer,1993-04-13,1999-04-13
282220,Senior Engineer,1999-04-13,9999-01-01
282230,Engineer,1987-12-03,1995-12-03
282230,Senior Engineer,1995-12-03,9999-01-01
282240,Senior Engineer,1997-05-19,9999-01-01
282250,Engineer,1995-07-19,2000-09-26
282260,Engineer,1999-10-09,9999-01-01
282270,Engineer,1986-04-05,1994-04-05
282270,Senior Engineer,1994-04-05,9999-01-01
282280,Senior Staff,1997-12-31,9999-01-01
282290,Senior Staff,1991-08-03,9999-01-01
282290,Staff,1986-08-03,1991-08-03
282300,Senior Staff,2000-03-14,9999-01-01
282300,Staff,1992-03-14,2000-03-14
282310,Engineer,1985-03-18,1986-01-03
282320,Staff,1994-11-06,1997-11-17
282330,Senior Staff,2002-07-20,9999-01-01
282330,Staff,1997-07-20,2002-07-20
282340,Senior Staff,1995-02-14,9999-01-01
282340,Staff,1988-02-14,1995-02-14
282350,Engineer,1992-11-18,2000-11-18
282350,Senior Engineer,2000-11-18,9999-01-01
282360,Technique Leader,1985-10-20,9999-01-01
282370,Senior Staff,1994-06-06,9999-01-01
282370,Staff,1987-06-06,1994-06-06
282380,Engineer,1995-04-20,2002-04-20
282380,Senior Engineer,2002-04-20,9999-01-01
282390,Staff,1988-06-28,1996-03-19
282400,Engineer,1988-06-19,1994-06-19
282400,Senior Engineer,1994-06-19,9999-01-01
282410,Senior Staff,1994-01-26,9999-01-01
282410,Staff,1988-01-27,1994-01-26
282420,Technique Leader,1987-07-17,9999-01-01
282430,Senior Staff,1999-02-16,9999-01-01
282430,Staff,1990-02-16,1999-02-16
282440,Senior Engineer,1994-11-07,9999-01-01
282450,Staff,1998-01-29,9999-01-01
282460,Engineer,1986-07-10,1992-07-09
282460,Senior Engineer,1992-07-09,1993-09-11
282470,Engineer,1988-12-07,1993-12-07
282470,Senior Engineer,1993-12-07,9999-01-01
282480,Engineer,1991-09-27,2000-09-26
282480,Senior Engineer,2000-09-26,9999-01-01
282490,Technique Leader,1991-12-03,9999-01-01
282500,Technique Leader,1989-12-27,9999-01-01
282510,Senior Engineer,1993-05-04,9999-01-01
282520,Engineer,1998-11-23,9999-01-01
282530,Senior Staff,1994-12-01,9999-01-01
282530,Staff,1989-12-01,1994-12-01
282540,Senior Staff,1990-03-24,9999-01-01
282540,Staff,1985-03-24,1990-03-24
282550,Engineer,1995-11-07,9999-01-01
282560,Senior Engineer,1991-01-07,9999-01-01
282570,Engineer,1988-05-13,1995-05-14
282570,Senior Engineer,1995-05-14,9999-01-01
282580,Technique Leader,1990-08-13,9999-01-01
282590,Senior Staff,2002-07-14,9999-01-01
282590,Staff,1993-07-14,2002-07-14
282600,Senior Staff,2000-01-08,9999-01-01
282600,Staff,1993-01-07,2000-01-08
282610,Engineer,1987-11-18,1996-11-17
282610,Senior Engineer,1996-11-17,9999-01-01
282620,Senior Staff,2001-09-29,9999-01-01
282620,Staff,1996-09-29,2001-09-29
282630,Engineer,1987-03-06,1993-03-05
282630,Senior Engineer,1993-03-05,9999-01-01
282640,Engineer,1997-01-19,9999-01-01
282650,Engineer,1986-10-13,1994-10-13
282650,Senior Engineer,1994-10-13,9999-01-01
282660,Engineer,1997-05-17,9999-01-01
282670,Senior Engineer,1992-10-09,9999-01-01
282680,Staff,1998-05-21,9999-01-01
282690,Senior Staff,1998-01-27,9999-01-01
282690,Staff,1990-01-27,1998-01-27
282700,Senior Staff,1997-03-17,9999-01-01
282700,Staff,1989-03-17,1997-03-17
282710,Senior Staff,1997-10-31,9999-01-01
282720,Staff,1986-01-04,1989-12-25
282730,Senior Engineer,1998-04-30,9999-01-01
282740,Senior Engineer,1988-03-28,1997-11-18
282750,Senior Staff,1993-08-23,9999-01-01
282760,Engineer,1997-08-17,9999-01-01
282770,Engineer,1989-08-07,1994-11-14
282780,Senior Staff,1994-03-18,9999-01-01
282790,Senior Engineer,1993-06-18,1996-01-01
282800,Engineer,1992-05-21,1998-05-21
282800,Senior Engineer,1998-05-21,2002-01-06
282810,Senior Staff,1994-01-29,9999-01-01
282810,Staff,1986-01-29,1994-01-29
282820,Engineer,1988-05-30,1993-05-30
282820,Senior Engineer,1993-05-30,9999-01-01
282830,Senior Staff,2001-05-08,9999-01-01
282830,Staff,1995-05-09,2001-05-08
282840,Senior Staff,1995-06-17,9999-01-01
282840,Staff,1988-06-16,1995-06-17
282850,Senior Staff,1994-02-27,9999-01-01
282850,Staff,1986-02-27,1994-02-27
282860,Engineer,1993-10-13,1995-10-17
282870,Assistant Engineer,1987-01-08,1988-12-23
282880,Engineer,1986-05-30,1993-05-30
282880,Senior Engineer,1993-05-30,9999-01-01
282890,Staff,1996-03-03,1997-05-02
282900,Engineer,1990-03-04,1999-03-04
282900,Senior Engineer,1999-03-04,9999-01-01
282910,Technique Leader,1988-12-17,2001-03-30
282920,Engineer,1997-12-03,9999-01-01
282930,Engineer,1994-11-12,1999-11-12
282930,Senior Engineer,1999-11-12,9999-01-01
282940,Engineer,1991-02-25,1991-11-09
282950,Engineer,1985-09-30,1991-09-30
282950,Senior Engineer,1991-09-30,9999-01-01
282960,Senior Staff,2000-04-23,9999-01-01
282960,Staff,1993-04-23,2000-04-23
282970,Engineer,1997-06-17,9999-01-01
282980,Senior Staff,2001-09-18,9999-01-01
282980,Staff,1992-09-18,2001-09-18
282990,Assistant Engineer,1989-03-24,1989-04-19
283000,Senior Staff,1998-11-16,9999-01-01
283000,Staff,1989-11-16,1998-11-16
283010,Engineer,1999-11-01,9999-01-01
283020,Senior Staff,1992-10-29,2002-05-10
283020,Staff,1987-10-30,1992-10-29
283030,Engineer,1986-01-10,1993-01-10
283030,Senior Engineer,1993-01-10,9999-01-01
283040,Engineer,1997-01-31,9999-01-01
283050,Senior Staff,2001-02-23,9999-01-01
283050,Staff,1992-02-24,2001-02-23
283060,Engineer,1989-08-03,1998-08-03
283060,Senior Engineer,1998-08-03,9999-01-01
283070,Senior Staff,1998-07-28,9999-01-01
283070,Staff,1990-07-28,1998-07-28
283080,Engineer,1988-02-11,1995-02-11
283080,Senior Engineer,1995-02-11,9999-01-01
283090,Engineer,1995-01-04,1998-10-06
283100,Engineer,1994-07-03,2000-07-02
283100,Senior Engineer,2000-07-02,9999-01-01
283110,Senior Engineer,1993-07-29,9999-01-01
283120,Staff,1996-02-28,2002-05-30
283130,Engineer,1999-12-06,9999-01-01
283140,Engineer,1986-03-01,1992-02-29
283140,Senior Engineer,1992-02-29,9999-01-01
283150,Senior Engineer,1989-08-29,9999-01-01
283160,Senior Staff,1996-09-11,9999-01-01
283160,Staff,1987-09-12,1996-09-11
283170,Staff,1999-09-23,9999-01-01
283180,Senior Engineer,1993-03-29,9999-01-01
283190,Senior Staff,1995-07-23,9999-01-01
283190,Staff,1986-07-23,1995-07-23
283200,Senior Staff,2002-06-23,9999-01-01
283200,Staff,1993-06-23,2002-06-23
283210,Engineer,1998-02-08,9999-01-01
283220,Senior Engineer,1994-09-08,1995-05-10
283230,Senior Staff,1999-02-13,9999-01-01
283230,Staff,1992-02-13,1999-02-13
283240,Engineer,1991-12-20,1996-12-19
283240,Senior Engineer,1996-12-19,1999-04-20
283250,Staff,1996-07-16,9999-01-01
283260,Engineer,1993-06-27,2000-06-27
283260,Senior Engineer,2000-06-27,9999-01-01
283270,Engineer,1994-01-06,2002-01-06
283270,Senior Engineer,2002-01-06,9999-01-01
283280,Senior Staff,1993-07-25,9999-01-01
283280,Staff,1988-07-25,1993-07-25
283290,Senior Staff,1997-03-27,9999-01-01
283290,Staff,1990-03-27,1997-03-27
283300,Engineer,1999-05-18,9999-01-01
283310,Assistant Engineer,1995-11-12,9999-01-01
283320,Senior Staff,1996-09-26,9999-01-01
283320,Staff,1987-09-27,1996-09-26
283330,Senior Staff,1993-10-09,9999-01-01
